Date,Store_ID,Product_ID,Category,Region,Holiday,Promotion,Weather,Temperature,Fuel_Price,CPI,Unemployment,Inventory,Price,Competitor_Price,Discount,Customers,Sales
2024-08-14,50,1070,Grocery,South,1,0,Sunny,21.3,118.75,225.44,3.95,967,290.83,292.37,19,321,70
2024-08-15,32,1025,Toys,East,1,1,Cloudy,13.0,81.92,218.16,9.77,205,723.09,757.99,50,292,96
2024-08-16,26,1123,Toys,South,1,0,Cloudy,25.4,86.22,195.16,6.41,773,571.37,619.19,40,209,23
2024-08-17,46,1200,Grocery,West,1,0,Rainy,39.6,111.94,240.27,5.48,458,1065.16,1111.7,14,176,28
2024-08-18,20,1105,Beauty,East,0,0,Sunny,31.9,117.79,199.81,3.52,781,607.41,659.6,0,237,32
2024-08-19,44,1131,Sports,South,1,1,Cloudy,30.6,107.07,243.89,4.12,34,1251.76,1354.63,47,23,0
2024-08-20,48,1089,Grocery,North,1,0,Cloudy,37.9,110.55,288.46,4.57,395,1686.85,1691.47,3,236,31
2024-08-21,32,1098,Grocery,East,0,1,Cloudy,17.5,101.56,271.97,4.06,326,992.09,945.41,0,397,152
2024-08-22,20,1165,Toys,North,1,1,Sunny,20.7,104.62,219.43,6.19,25,731.96,764.52,25,201,75
2024-08-23,1,1026,Furniture,West,0,0,Cloudy,25.4,86.15,194.86,7.39,179,1550.42,1472.94,30,222,17
2024-08-24,12,1138,Beauty,East,0,1,Cloudy,35.2,86.47,222.45,6.91,387,1772.97,1847.16,7,117,51
2024-08-25,19,1011,Grocery,West,1,1,Sunny,14.8,87.96,237.52,8.99,292,281.64,281.02,31,429,181
2024-08-26,49,1196,Beauty,West,1,0,Sunny,38.7,111.71,195.13,6.1,33,1546.4,1464.91,43,444,71
2024-08-27,22,1110,Toys,North,1,1,Rainy,18.5,83.3,231.47,8.56,766,1046.92,994.46,49,78,41
2024-08-28,16,1171,Beauty,West,0,1,Cloudy,33.5,84.12,267.65,8.5,213,1985.48,2021.69,40,96,2
2024-08-29,15,1031,Grocery,West,0,1,Sunny,37.9,97.05,253.98,3.82,72,791.69,795.64,44,344,131
2024-08-30,28,1123,Electronics,West,0,1,Sunny,18.1,91.22,222.12,6.76,347,1795.46,1681.18,0,46,17
2024-08-31,43,1191,Clothing,South,1,1,Rainy,37.3,84.03,202.18,11.53,392,701.85,647.32,42,26,0
2024-09-01,9,1085,Clothing,East,1,0,Cloudy,18.3,103.37,190.47,3.96,664,1498.05,1384.3,37,487,70
2024-09-02,42,1049,Grocery,West,0,0,Cloudy,28.6,92.06,236.9,9.85,566,1455.5,1322.7,12,234,24
2024-09-03,49,1144,Clothing,East,1,0,Rainy,12.0,96.76,291.76,7.53,42,375.52,358.56,8,168,28
2024-09-04,3,1145,Electronics,South,1,1,Cloudy,26.0,100.54,189.0,6.94,541,799.09,843.74,25,330,140
2024-09-05,11,1147,Grocery,North,1,1,Rainy,35.6,91.85,212.22,4.07,249,138.94,131.67,2,347,161
2024-09-06,10,1072,Grocery,East,0,0,Sunny,26.0,80.06,221.7,8.45,397,682.9,743.87,35,155,10
2024-09-07,40,1076,Clothing,North,0,1,Sunny,31.9,91.19,210.72,3.14,693,1958.59,2067.56,49,318,102
2024-09-08,7,1185,Sports,West,1,0,Rainy,16.6,90.75,249.8,10.27,790,821.15,812.29,46,391,59
2024-09-09,31,1024,Furniture,South,1,0,Sunny,15.7,99.62,267.54,8.83,41,654.81,705.26,25,371,68
2024-09-10,39,1049,Electronics,South,0,1,Sunny,23.7,105.8,228.3,9.52,160,1467.19,1557.57,38,71,15
2024-09-11,1,1196,Beauty,North,0,0,Sunny,18.0,117.54,251.96,10.13,29,1917.35,1766.39,47,438,53
2024-09-12,22,1182,Electronics,South,0,1,Cloudy,36.8,112.62,216.89,7.31,269,158.96,165.07,40,298,120
2024-09-13,7,1140,Clothing,North,1,0,Sunny,37.4,80.96,231.26,4.33,691,609.35,660.74,43,216,43
2024-09-14,44,1184,Beauty,North,1,0,Sunny,16.7,118.26,213.82,3.69,361,280.78,304.55,5,478,99
2024-09-15,28,1136,Clothing,South,1,0,Cloudy,30.6,104.99,214.44,10.88,297,1836.66,1896.07,16,435,83
2024-09-16,46,1020,Beauty,North,0,0,Rainy,14.4,97.87,275.62,11.79,854,181.26,184.08,46,162,15
2024-09-17,9,1047,Beauty,West,1,1,Rainy,22.7,107.74,229.67,10.14,361,319.53,347.91,15,216,99
2024-09-18,27,1141,Furniture,West,0,1,Sunny,27.4,96.87,249.35,9.24,786,477.7,438.27,23,21,7
2024-09-19,24,1143,Furniture,South,0,0,Rainy,20.8,113.97,273.44,4.25,491,331.07,354.46,26,144,32
2024-09-20,14,1058,Electronics,South,0,0,Rainy,32.0,107.84,230.97,3.49,128,1342.36,1227.93,38,465,61
2024-09-21,10,1021,Grocery,North,0,1,Sunny,33.0,98.79,196.81,7.75,991,634.04,622.82,21,247,97
2024-09-22,42,1178,Electronics,East,0,0,Sunny,36.4,81.28,270.14,7.53,31,822.96,810.39,29,303,34
2024-09-23,37,1129,Clothing,South,1,0,Rainy,39.2,100.86,297.35,4.13,236,830.78,757.01,25,114,7
2024-09-24,48,1144,Toys,North,1,1,Rainy,29.6,96.2,225.66,3.49,400,1310.96,1230.92,6,73,43
2024-09-25,22,1008,Grocery,East,0,0,Sunny,16.4,80.44,289.16,4.69,226,1294.86,1173.76,17,63,10
2024-09-26,37,1145,Electronics,West,0,0,Rainy,12.8,92.34,297.66,9.77,427,1025.42,987.37,25,391,47
2024-09-27,44,1025,Clothing,West,0,0,Sunny,27.6,95.28,250.36,10.67,317,364.38,377.67,5,473,73
2024-09-28,41,1024,Sports,South,0,0,Cloudy,14.8,118.55,241.96,9.56,687,1070.41,1127.92,28,422,60
2024-09-29,40,1111,Electronics,West,0,0,Cloudy,28.2,118.32,248.03,11.95,119,1619.22,1503.49,19,300,45
2024-09-30,6,1128,Electronics,West,1,0,Rainy,14.8,91.2,223.6,3.8,203,1435.78,1424.51,30,151,22
2024-10-01,9,1032,Toys,West,0,1,Rainy,22.0,114.28,290.06,4.16,395,1049.33,1075.49,20,211,67
2024-10-02,6,1175,Furniture,West,1,0,Cloudy,39.3,82.28,274.87,9.3,594,65.49,70.11,18,212,42
2024-10-03,5,1058,Furniture,West,0,1,Rainy,24.1,101.4,278.19,3.98,204,1476.97,1600.29,25,413,166
2024-10-04,28,1052,Furniture,East,0,1,Rainy,39.9,99.45,264.27,7.29,305,936.43,944.87,30,94,23
2024-10-05,3,1154,Beauty,West,0,1,Rainy,39.4,88.54,205.38,3.21,796,1383.16,1319.49,40,110,25
2024-10-06,6,1037,Electronics,East,1,0,Rainy,36.2,98.06,230.37,4.93,934,555.92,592.67,5,478,101
2024-10-07,49,1077,Grocery,South,1,1,Rainy,24.3,107.55,199.28,9.27,383,1829.57,1855.3,0,307,132
2024-10-08,39,1051,Electronics,South,1,1,Sunny,14.5,98.35,197.7,10.78,136,1594.43,1649.9,16,286,118
2024-10-09,9,1163,Furniture,North,0,0,Cloudy,39.4,96.81,245.53,4.49,406,471.47,444.1,12,367,22
2024-10-10,37,1004,Clothing,East,0,1,Rainy,25.1,114.71,263.92,8.84,486,857.4,831.97,34,238,68
2024-10-11,8,1046,Furniture,West,1,0,Cloudy,27.8,101.71,225.79,10.61,725,1376.55,1413.47,44,337,51
2024-10-12,7,1023,Beauty,North,0,0,Cloudy,38.0,84.15,269.99,8.61,577,244.42,241.69,37,432,61
2024-10-13,27,1055,Grocery,West,1,0,Sunny,35.7,118.02,222.07,10.14,495,855.22,910.03,45,421,72
2024-10-14,48,1102,Electronics,East,0,1,Rainy,36.4,90.58,280.62,10.16,444,1362.94,1227.78,26,36,12
2024-10-15,24,1133,Beauty,East,1,0,Cloudy,39.8,89.67,296.82,4.73,679,816.97,743.7,36,239,37
2024-10-16,9,1163,Furniture,South,1,1,Cloudy,14.8,89.24,265.2,4.14,141,1281.31,1354.16,48,341,155
2024-10-17,11,1083,Grocery,North,0,0,Rainy,10.3,110.8,198.37,8.56,576,1845.16,1689.71,24,32,0
2024-10-18,48,1188,Grocery,West,1,0,Sunny,29.6,88.87,203.26,10.56,763,1571.06,1660.94,49,153,11
2024-10-19,10,1161,Electronics,North,0,1,Cloudy,13.7,85.67,211.44,4.63,99,1013.78,985.68,13,220,77
2024-10-20,7,1126,Beauty,North,1,0,Rainy,38.8,83.05,262.48,6.38,341,1285.43,1272.8,10,112,12
2024-10-21,43,1146,Sports,North,0,1,Rainy,24.5,104.56,245.58,4.43,779,546.28,504.94,38,35,23
2024-10-22,35,1006,Toys,South,0,1,Sunny,37.0,81.18,196.63,3.75,728,1882.7,1795.19,30,122,48
2024-10-23,36,1167,Clothing,West,1,1,Cloudy,38.4,116.89,210.01,4.78,886,1780.26,1702.31,25,72,22
2024-10-24,38,1197,Toys,East,0,0,Cloudy,24.6,115.31,230.85,9.72,855,671.56,618.85,24,239,31
2024-10-25,41,1017,Furniture,South,0,1,Cloudy,22.3,104.16,285.27,11.55,563,736.89,667.61,11,434,179
2024-10-26,21,1110,Beauty,South,1,0,Sunny,16.5,94.87,197.4,5.83,29,671.25,605.59,21,129,2
2024-10-27,15,1144,Electronics,West,1,0,Cloudy,16.5,102.44,265.95,11.52,846,1726.83,1579.99,41,235,38
2024-10-28,44,1194,Furniture,East,1,0,Sunny,11.5,99.76,185.62,5.47,142,291.98,272.78,20,322,48
2024-10-29,19,1005,Sports,North,1,1,Sunny,35.2,96.11,287.5,11.26,60,707.91,639.42,30,68,30
2024-10-30,27,1186,Clothing,East,1,1,Rainy,12.4,110.98,239.26,3.42,325,1408.09,1395.3,41,486,213
2024-10-31,40,1027,Electronics,South,0,0,Sunny,13.2,92.91,262.51,6.92,194,221.63,231.56,23,437,65
2024-11-01,35,1002,Sports,North,1,0,Sunny,11.4,92.17,211.65,9.19,830,1634.35,1559.14,10,493,102
2024-11-02,9,1082,Beauty,South,1,1,Cloudy,13.7,101.1,249.35,8.95,307,677.73,709.02,14,67,34
2024-11-03,17,1197,Clothing,North,1,0,Cloudy,29.4,114.23,263.4,3.68,526,167.52,151.21,13,259,50
2024-11-04,7,1088,Grocery,East,1,1,Cloudy,14.6,100.18,289.7,4.97,392,801.87,794.24,39,282,109
2024-11-05,13,1200,Furniture,South,0,1,Rainy,14.9,92.29,284.38,8.84,170,948.86,874.31,7,143,66
2024-11-06,18,1008,Furniture,West,1,1,Sunny,37.8,83.36,231.78,4.36,534,890.15,860.55,28,159,64
2024-11-07,24,1026,Electronics,West,1,0,Rainy,15.7,87.07,213.11,8.47,551,895.45,927.89,41,147,23
2024-11-08,4,1010,Toys,East,0,0,Cloudy,13.0,89.06,254.43,9.44,421,816.13,770.41,44,157,8
2024-11-09,32,1053,Grocery,South,1,1,Cloudy,27.9,109.36,191.31,7.53,737,1263.13,1323.53,44,142,57
2024-11-10,11,1048,Clothing,West,0,0,Cloudy,24.2,93.36,201.3,5.37,98,382.91,402.84,0,324,61
2024-11-11,23,1122,Toys,North,1,0,Rainy,13.3,112.76,248.07,11.91,875,495.16,495.47,48,95,5
2024-11-12,48,1086,Furniture,West,1,1,Cloudy,24.6,94.57,181.63,6.17,747,700.79,703.29,42,458,188
2024-11-13,39,1124,Electronics,East,0,0,Rainy,35.7,106.37,197.0,7.48,270,1176.29,1222.35,27,204,23
2024-11-14,25,1164,Electronics,East,1,0,Rainy,37.3,93.95,219.74,8.3,987,1988.19,1912.37,2,316,66
2024-11-15,34,1180,Clothing,North,1,1,Cloudy,39.0,111.69,214.61,11.73,530,1858.1,1726.97,43,96,22
2024-11-16,36,1171,Grocery,East,1,1,Sunny,34.0,80.62,184.91,5.55,627,290.7,290.02,0,240,106
2024-11-17,23,1170,Beauty,North,0,1,Sunny,20.5,91.33,283.08,8.99,807,1143.46,1247.21,45,158,59
2024-11-18,28,1150,Electronics,East,0,0,Rainy,38.0,89.95,261.42,6.48,428,1935.47,1779.91,16,491,81
2024-11-19,20,1153,Clothing,South,1,1,Cloudy,14.2,110.71,210.0,6.75,224,637.07,584.27,36,494,202
2024-11-20,25,1112,Electronics,South,1,1,Cloudy,38.0,108.5,236.21,6.85,450,1924.82,1909.92,35,33,0
2024-11-21,50,1108,Electronics,South,1,0,Cloudy,25.4,85.09,245.19,8.09,320,154.4,165.06,8,226,37
2024-11-22,49,1133,Furniture,North,0,0,Rainy,34.9,106.0,220.02,3.88,317,1152.61,1196.55,3,82,1
2024-11-23,48,1150,Sports,North,0,0,Cloudy,32.2,99.81,206.83,9.08,892,351.81,360.83,46,499,72
2024-11-24,45,1052,Electronics,North,0,0,Cloudy,36.4,100.79,209.66,3.93,45,1673.82,1655.01,3,494,73
2024-11-25,8,1077,Furniture,West,0,0,Cloudy,17.8,104.51,232.7,8.92,146,893.09,917.42,11,92,16
2024-11-26,11,1131,Sports,South,1,1,Rainy,18.7,84.0,250.65,6.31,301,812.82,844.95,6,257,100
2024-11-27,27,1109,Grocery,North,1,1,Sunny,26.9,80.44,216.33,8.81,934,1331.52,1316.73,22,91,18
2024-11-28,18,1003,Grocery,East,0,1,Cloudy,25.8,100.52,200.94,4.36,691,1452.46,1405.78,45,459,173
2024-11-29,9,1072,Beauty,East,1,0,Cloudy,24.5,118.5,252.7,4.62,745,1858.45,1960.81,33,152,26
2024-11-30,38,1090,Toys,West,0,0,Sunny,35.6,86.37,191.58,3.96,976,1374.68,1326.2,14,415,64
2024-12-01,47,1061,Electronics,South,1,1,Sunny,11.9,90.02,184.49,9.75,472,1538.54,1571.32,1,492,223
2024-12-02,29,1097,Grocery,South,0,1,Rainy,23.1,91.44,204.14,4.46,853,1080.63,1143.31,5,318,129
2024-12-03,2,1162,Sports,North,0,0,Sunny,36.8,94.38,228.96,7.92,93,714.39,740.45,46,348,32
2024-12-04,14,1147,Beauty,West,1,1,Cloudy,37.0,114.14,276.19,6.95,660,783.43,716.19,5,85,35
2024-12-05,34,1077,Electronics,North,1,0,Sunny,28.0,93.24,206.88,11.47,964,1664.89,1628.4,22,54,8
2024-12-06,19,1020,Toys,South,1,1,Cloudy,11.7,107.9,193.3,7.24,959,1970.62,2031.01,2,193,82
2024-12-07,27,1067,Grocery,East,0,0,Sunny,26.4,109.35,290.9,8.97,919,171.54,171.32,36,483,47
2024-12-08,3,1089,Electronics,West,0,1,Sunny,18.1,81.67,184.27,7.57,685,733.0,729.72,50,455,154
2024-12-09,15,1006,Electronics,North,0,1,Cloudy,30.5,80.72,237.86,6.48,406,1406.11,1386.35,27,301,119
2024-12-10,40,1095,Clothing,South,1,1,Sunny,17.1,83.68,181.21,6.72,790,1782.25,1886.75,36,43,16
2024-12-11,1,1185,Grocery,North,0,0,Sunny,23.2,91.3,217.7,8.42,931,526.28,504.43,38,223,16
2024-12-12,5,1020,Clothing,South,1,1,Sunny,23.3,92.11,224.03,7.96,909,1324.61,1331.72,17,183,77
2024-12-13,45,1139,Toys,North,0,1,Rainy,31.2,104.87,213.57,4.83,160,1690.78,1697.88,19,399,149
2024-12-14,47,1037,Electronics,South,1,1,Sunny,10.6,113.45,212.44,8.29,327,1663.0,1524.8,17,457,198
2024-12-15,40,1099,Furniture,North,1,1,Rainy,11.3,88.23,202.13,6.88,73,1337.78,1212.38,48,198,94
2024-12-16,49,1087,Beauty,East,0,0,Rainy,31.8,104.86,283.89,10.04,970,1484.06,1352.61,6,303,35
2024-12-17,25,1185,Sports,East,1,1,Cloudy,31.6,110.76,211.21,11.64,498,1503.99,1631.73,8,484,233
2024-12-18,18,1022,Grocery,East,1,1,Sunny,28.5,94.47,259.11,10.04,849,1554.55,1402.93,19,311,135
2024-12-19,43,1083,Beauty,East,0,1,Rainy,10.5,80.35,184.44,6.23,673,1696.43,1600.7,3,316,132
2024-12-20,40,1142,Clothing,North,1,0,Rainy,33.0,91.05,284.29,4.15,665,390.27,419.25,41,45,0
2024-12-21,15,1030,Sports,North,0,1,Cloudy,19.5,102.14,207.35,11.57,285,1951.8,1762.91,22,296,109
2024-12-22,23,1028,Electronics,West,0,0,Sunny,16.1,102.81,279.5,9.13,93,1301.68,1399.53,9,32,0
2024-12-23,21,1156,Beauty,East,1,1,Cloudy,21.2,117.7,215.29,3.28,397,136.99,148.78,37,33,9
2024-12-24,21,1131,Sports,East,0,1,Cloudy,11.0,109.05,225.73,11.98,100,1912.6,2088.03,14,309,123
2024-12-25,33,1148,Sports,West,0,0,Cloudy,24.2,100.98,232.92,5.42,876,1171.73,1268.06,21,144,23
2024-12-26,15,1117,Clothing,North,0,1,Cloudy,38.7,96.4,189.56,8.04,98,1833.54,1889.77,38,137,17
2024-12-27,29,1108,Grocery,South,0,1,Cloudy,27.5,85.53,211.23,5.58,341,280.03,274.91,32,95,15
2024-12-28,50,1051,Grocery,West,0,0,Sunny,22.6,110.62,265.37,7.23,123,296.48,268.85,27,32,0
2024-12-29,45,1043,Electronics,South,1,1,Rainy,13.8,107.88,208.97,5.64,364,1799.98,1943.39,37,331,114
2024-12-30,3,1019,Sports,East,1,1,Cloudy,23.5,113.39,214.71,7.29,157,1480.21,1546.44,37,489,187
2023-01-01,33,1022,Grocery,North,1,1,Rainy,19.6,87.07,266.7,5.51,811,238.95,229.27,21,44,0
2023-01-02,38,1131,Beauty,West,1,1,Rainy,19.6,87.14,197.18,10.33,772,1770.65,1852.45,27,285,111
2023-01-03,18,1148,Toys,East,0,1,Rainy,15.0,91.51,238.4,5.01,193,612.53,663.7,38,405,156
2023-01-04,18,1037,Electronics,South,0,0,Cloudy,37.1,118.39,244.78,10.19,26,1002.31,1066.94,23,124,16
2023-01-05,19,1147,Furniture,West,0,1,Rainy,37.5,108.65,290.3,4.08,930,892.92,850.61,8,162,61
2023-01-06,23,1021,Sports,South,0,1,Sunny,25.2,91.04,255.67,7.62,815,194.47,201.78,2,241,90
2023-01-07,7,1181,Beauty,East,0,0,Cloudy,28.8,89.84,250.36,10.85,245,1363.03,1299.05,9,268,43
2023-01-08,19,1034,Grocery,North,0,0,Rainy,12.0,102.31,205.03,4.6,448,1391.56,1423.11,40,318,20
2023-01-09,16,1164,Clothing,West,0,1,Sunny,36.3,106.72,238.83,8.67,632,746.4,743.56,6,132,66
2023-01-10,49,1196,Clothing,West,1,1,Sunny,29.9,84.63,235.77,5.87,136,727.78,712.95,8,416,198
2023-01-11,31,1126,Toys,West,0,0,Rainy,18.0,88.6,282.12,6.68,595,1555.01,1480.87,20,230,20
2023-01-12,26,1067,Electronics,East,1,0,Rainy,29.1,81.83,233.72,4.99,916,374.74,352.72,40,76,10
2023-01-13,40,1157,Clothing,South,0,0,Rainy,12.7,108.19,289.47,9.9,586,173.76,158.09,13,205,0
2023-01-14,35,1102,Beauty,South,1,0,Rainy,19.9,88.62,268.0,11.46,56,1698.69,1785.36,33,72,0
2023-01-15,33,1102,Beauty,West,0,0,Rainy,19.0,89.2,272.69,5.23,298,1512.34,1607.01,24,355,31
2023-01-16,18,1022,Electronics,North,1,0,Sunny,32.3,101.67,290.28,3.86,622,1595.61,1498.05,38,459,91
2023-01-17,20,1083,Furniture,North,1,1,Rainy,16.1,90.57,258.73,7.24,318,887.59,838.28,26,307,128
2023-01-18,45,1137,Toys,South,1,0,Rainy,31.8,118.06,271.52,9.43,483,486.92,533.2,25,414,83
2023-01-19,15,1115,Clothing,West,0,1,Rainy,14.3,105.2,190.04,8.05,232,1736.41,1732.87,15,62,29
2023-01-20,31,1134,Sports,South,0,1,Rainy,22.4,109.62,280.12,3.33,725,1152.36,1130.82,0,157,73
2023-01-21,45,1054,Beauty,West,1,1,Cloudy,17.1,98.45,237.96,7.99,777,1985.87,1819.63,6,237,101
2023-01-22,49,1004,Grocery,North,0,0,Rainy,36.1,84.55,286.26,7.46,661,1616.15,1612.01,47,467,46
2023-01-23,36,1108,Furniture,North,1,0,Rainy,39.9,108.8,285.63,5.44,350,1249.45,1217.37,41,104,16
2023-01-24,14,1158,Sports,East,1,1,Rainy,16.3,93.21,269.61,11.97,970,313.91,315.44,30,25,11
2023-01-25,21,1107,Grocery,South,1,0,Sunny,19.4,87.51,263.29,7.84,358,234.69,240.56,38,100,21
2023-01-26,15,1089,Sports,North,0,1,Rainy,34.6,114.72,250.14,5.75,659,1545.63,1679.89,35,297,114
2023-01-27,42,1169,Grocery,North,0,0,Cloudy,16.5,87.13,247.64,4.14,554,1195.27,1258.87,21,314,42
2023-01-28,18,1189,Beauty,West,0,0,Sunny,33.5,119.56,190.96,10.23,170,329.5,327.88,0,185,14
2023-01-29,5,1014,Grocery,West,1,1,Rainy,19.1,110.4,208.89,6.54,812,801.78,797.69,19,449,184
2023-01-30,39,1055,Grocery,East,0,1,Cloudy,23.2,107.8,210.06,4.08,941,899.06,871.76,1,463,183
2023-01-31,24,1120,Beauty,East,1,0,Cloudy,26.8,119.92,292.73,6.44,203,1869.73,2055.0,12,246,41
2023-02-01,38,1080,Clothing,North,1,1,Cloudy,37.6,104.27,184.02,5.47,510,826.67,908.63,45,149,58
2023-02-02,18,1161,Electronics,North,1,1,Rainy,15.2,110.0,257.71,7.91,126,124.48,112.75,45,98,28
2023-02-03,9,1022,Furniture,North,0,1,Cloudy,31.3,92.57,282.95,5.5,893,428.66,438.43,1,190,69
2023-02-04,44,1082,Sports,South,1,0,Cloudy,22.1,113.51,260.36,3.58,864,1534.52,1426.34,17,62,8
2023-02-05,39,1051,Sports,West,0,0,Rainy,18.2,94.03,220.97,8.11,733,217.89,236.64,5,79,13
2023-02-06,6,1047,Sports,North,0,1,Cloudy,28.8,80.8,200.32,3.09,673,780.33,714.98,46,146,39
2023-02-07,13,1192,Beauty,South,1,0,Rainy,31.2,87.12,196.85,5.84,251,1678.79,1602.51,12,110,32
2023-02-08,19,1067,Sports,West,1,0,Rainy,20.7,94.54,272.68,7.71,869,1280.5,1365.46,2,447,83
2023-02-09,37,1054,Sports,West,1,1,Sunny,20.3,118.74,246.19,9.69,295,226.98,239.39,16,131,51
2023-02-10,30,1067,Electronics,North,0,1,Sunny,24.0,92.92,247.65,8.92,942,116.01,120.68,40,203,70
2023-02-11,27,1122,Clothing,East,0,0,Rainy,19.2,98.67,202.34,3.2,848,1252.39,1275.83,44,242,22
2023-02-12,47,1103,Furniture,South,1,1,Cloudy,20.1,107.14,216.02,11.74,918,506.89,550.96,32,75,8
2023-02-13,37,1103,Toys,North,0,0,Rainy,36.6,118.61,293.14,4.79,601,1516.11,1403.88,21,423,65
2023-02-14,4,1024,Clothing,South,1,1,Rainy,15.0,80.03,197.7,10.95,328,649.68,608.7,13,243,111
2023-02-15,44,1143,Beauty,East,0,1,Sunny,20.3,98.83,262.41,9.29,954,971.0,946.98,29,381,147
2023-02-16,16,1196,Electronics,West,0,1,Sunny,22.0,93.08,213.98,9.07,913,877.96,859.32,4,197,61
2023-02-17,38,1007,Grocery,South,0,1,Rainy,20.2,112.93,253.27,9.77,956,200.68,189.85,31,116,38
2023-02-18,3,1055,Clothing,West,0,1,Rainy,29.6,97.03,214.2,6.48,860,987.27,940.08,26,111,44
2023-02-19,7,1120,Beauty,North,1,0,Cloudy,35.9,112.14,181.47,5.87,608,1038.59,1077.29,0,268,66
2023-02-20,42,1172,Furniture,West,0,1,Rainy,17.8,105.36,252.44,10.22,481,1029.02,1086.85,45,191,77
2023-02-21,8,1046,Furniture,West,0,0,Sunny,20.1,117.37,250.82,4.78,852,1248.31,1341.24,27,44,0
2023-02-22,30,1073,Electronics,North,1,1,Rainy,11.5,103.97,224.32,6.83,711,627.48,667.53,34,156,64
2023-02-23,2,1115,Clothing,East,0,0,Rainy,32.0,101.25,227.55,4.58,567,234.42,245.05,40,272,37
2023-02-24,28,1071,Clothing,West,0,1,Sunny,12.3,94.91,197.61,11.79,673,1634.33,1503.95,32,391,166
2023-02-25,48,1078,Furniture,West,0,0,Cloudy,17.7,106.12,285.95,10.53,463,1932.06,2045.53,36,153,23
2023-02-26,20,1158,Toys,South,0,1,Cloudy,24.2,110.43,232.43,9.72,816,412.14,412.27,2,329,125
2023-02-27,19,1070,Electronics,West,0,0,Rainy,29.7,90.99,235.49,10.11,670,670.41,633.04,1,383,60
2023-02-28,21,1057,Electronics,East,1,1,Cloudy,27.9,101.66,237.07,8.02,371,714.16,692.22,28,97,19
2023-03-01,14,1137,Sports,South,1,1,Rainy,11.0,114.09,296.13,8.68,594,1970.65,1806.33,47,291,120
2023-03-02,24,1078,Clothing,East,1,1,Sunny,14.7,103.4,254.91,8.08,445,1991.86,1802.0,18,304,130
2023-03-03,25,1138,Grocery,West,0,0,Rainy,16.5,119.69,248.49,4.61,182,1545.41,1695.12,25,301,7
2023-03-04,27,1091,Beauty,South,1,1,Rainy,33.1,105.21,259.71,9.18,668,1535.42,1479.46,34,292,105
2023-03-05,32,1194,Furniture,East,1,0,Sunny,22.0,80.13,279.58,9.87,691,385.93,417.37,24,317,68
2023-03-06,42,1108,Furniture,West,0,0,Cloudy,16.7,104.39,240.4,3.72,604,1477.69,1609.35,20,332,43
2023-03-07,31,1176,Electronics,East,0,1,Cloudy,25.3,87.72,289.58,7.12,760,1755.57,1641.53,45,491,195
2023-03-08,13,1083,Grocery,East,0,0,Sunny,27.3,98.37,262.04,6.99,267,1603.67,1755.31,32,348,53
2023-03-09,22,1041,Grocery,West,0,0,Cloudy,11.0,107.07,284.05,11.96,902,801.37,846.73,16,472,74
2023-03-10,46,1138,Electronics,North,1,1,Cloudy,11.8,112.47,279.4,9.53,60,758.58,791.45,32,342,138
2023-03-11,8,1027,Grocery,East,0,0,Rainy,22.4,93.59,289.56,10.16,235,565.79,546.56,44,57,0
2023-03-12,30,1182,Furniture,South,1,1,Rainy,30.7,93.23,234.05,5.32,301,1209.13,1272.32,9,287,124
2023-03-13,24,1145,Clothing,East,1,0,Cloudy,29.0,99.01,232.78,5.65,781,1620.14,1499.78,38,169,29
2023-03-14,25,1066,Sports,South,0,0,Cloudy,19.1,103.37,211.13,9.49,783,1746.95,1752.83,30,336,63
2023-03-15,42,1040,Toys,East,1,1,Rainy,29.5,114.83,237.85,7.36,408,77.75,84.7,21,135,38
2023-03-16,20,1053,Grocery,South,1,0,Cloudy,15.9,99.95,248.33,8.75,32,1687.96,1804.68,50,423,62
2023-03-17,13,1094,Sports,North,1,0,Rainy,25.2,90.86,295.4,10.62,570,1751.6,1916.4,3,248,47
2023-03-18,37,1134,Grocery,South,1,0,Cloudy,38.1,114.3,207.4,9.46,201,128.45,131.25,35,162,27
2023-03-19,5,1034,Toys,East,0,0,Sunny,17.3,110.47,237.27,3.88,922,1573.75,1516.74,40,57,0
2023-03-20,13,1123,Electronics,West,0,1,Sunny,13.0,103.58,251.8,5.7,29,1184.34,1269.88,7,388,166
2023-03-21,13,1151,Beauty,West,0,1,Rainy,28.0,99.7,201.18,7.57,546,603.32,620.85,16,464,169
2023-03-22,35,1064,Clothing,East,1,1,Sunny,39.3,117.83,238.51,5.87,541,967.49,902.31,4,409,175
2023-03-23,29,1088,Sports,South,0,0,Sunny,16.4,100.07,218.4,7.77,125,1385.26,1503.71,13,312,46
2023-03-24,44,1040,Clothing,South,0,1,Sunny,35.6,104.4,198.86,11.61,505,1324.31,1400.79,49,391,138
2023-03-25,31,1078,Clothing,South,1,1,Cloudy,20.6,109.81,233.96,6.83,422,1537.26,1385.28,25,48,37
2023-03-26,27,1091,Sports,South,1,1,Sunny,34.6,88.09,259.45,5.3,872,778.28,750.55,50,215,75
2023-03-27,13,1056,Toys,West,1,0,Sunny,17.3,93.02,237.56,9.49,501,1906.49,2076.82,49,357,68
2023-03-28,25,1177,Sports,West,0,1,Cloudy,27.6,82.37,186.73,6.08,570,770.43,835.7,7,261,113
2023-03-29,21,1199,Sports,West,0,0,Cloudy,19.0,88.0,190.56,5.21,606,1115.84,1151.7,35,291,45
