Date,Store_ID,Product_ID,Category,Region,Holiday,Promotion,Weather,Temperature,Fuel_Price,CPI,Unemployment,Inventory,Price,Competitor_Price,Discount,Customers,Sales,Year,Month,Day,Week,Quarter,Day_Name,Month_Name,Weekend,Season,Inventory_Per_Customer,Price_Difference,Discount_Amount,Final_Price,Sales_Per_Customer,Promotion_Impact
2023-03-13,47,1052,5,0,1,1,1,24.0,119.18,251.94,11.75,297,813.26,854.42,20,283,126,2023,3,13,11,1,1,7,0,2,1.045774647887324,-41.15999999999997,162.65200000000002,650.608,0.44366197183098594,20
2023-03-15,10,1107,2,3,1,0,2,13.0,92.91,288.1,9.59,720,1037.81,1131.44,21,275,45,2023,3,15,11,1,6,7,0,2,2.608695652173913,-93.63000000000011,217.94009999999997,819.8698999999999,0.16304347826086957,0
2023-03-16,43,1134,3,0,1,1,1,20.6,119.65,200.66,7.23,301,61.16,55.68,33,248,92,2023,3,16,11,1,4,7,0,2,1.2088353413654618,5.479999999999997,20.1828,40.977199999999996,0.36947791164658633,33
2023-03-17,27,1136,0,2,1,0,1,12.1,95.3,210.64,3.96,199,1788.96,1918.33,16,55,21,2023,3,17,11,1,0,7,0,2,3.5535714285714284,-129.3699999999999,286.2336,1502.7264,0.375,0
2023-03-19,3,1187,2,3,0,0,1,15.8,115.28,215.8,11.43,177,1836.8,1841.46,26,51,0,2023,3,19,11,1,3,7,1,2,3.4038461538461537,-4.660000000000082,477.568,1359.232,0.0,0
2023-03-20,12,1012,0,0,0,0,2,39.5,111.07,213.36,3.62,295,1352.55,1220.57,49,241,9,2023,3,20,12,1,1,7,0,2,1.21900826446281,131.98000000000002,662.7495,689.8004999999999,0.0371900826446281,0
2023-03-21,31,1153,3,3,0,1,1,39.7,102.21,193.14,6.26,644,577.09,520.9,20,488,174,2023,3,21,12,1,5,7,0,2,1.3169734151329244,56.190000000000055,115.418,461.672,0.3558282208588957,20
2023-03-22,3,1119,4,0,1,1,1,39.6,118.95,181.7,5.9,675,1296.36,1224.48,16,366,168,2023,3,22,12,1,6,7,0,2,1.8392370572207084,71.87999999999988,207.4176,1088.9424,0.45776566757493187,16
2023-03-23,41,1195,6,1,0,1,2,15.1,104.68,212.43,8.86,848,1720.4,1824.12,5,201,79,2023,3,23,12,1,4,7,0,2,4.198019801980198,-103.7199999999998,86.02,1634.38,0.3910891089108911,5
2023-03-24,34,1154,0,2,1,1,0,35.2,80.7,202.95,5.81,61,493.35,499.62,28,360,145,2023,3,24,12,1,0,7,0,2,0.16897506925207756,-6.269999999999982,138.138,355.212,0.40166204986149584,28
2023-03-25,28,1118,1,0,0,1,2,25.4,97.01,212.08,11.18,555,1457.19,1370.19,32,287,107,2023,3,25,12,1,2,7,1,2,1.9270833333333333,87.0,466.30080000000004,990.8892000000001,0.3715277777777778,32
2023-03-26,49,1186,4,0,1,1,2,27.1,86.37,257.6,4.98,932,887.26,929.29,23,389,153,2023,3,26,12,1,3,7,1,2,2.3897435897435897,-42.02999999999997,204.0698,683.1902,0.3923076923076923,23
2023-03-27,49,1072,4,3,1,1,1,37.8,88.39,281.92,6.99,736,54.85,53.78,37,129,42,2023,3,27,13,1,1,7,0,2,5.661538461538462,1.0700000000000003,20.2945,34.5555,0.3230769230769231,37
2023-03-28,43,1165,5,1,1,0,0,37.7,111.93,190.84,7.87,173,625.06,580.89,24,441,75,2023,3,28,13,1,5,7,0,2,0.3914027149321267,44.16999999999996,150.0144,475.0455999999999,0.16968325791855204,0
2023-03-29,20,1107,6,1,1,0,2,14.0,109.0,206.41,7.26,481,1268.11,1381.18,1,97,26,2023,3,29,13,1,6,7,0,2,4.908163265306122,-113.07000000000016,12.681099999999999,1255.4288999999999,0.2653061224489796,0
2023-03-30,11,1059,3,1,0,1,1,34.7,114.92,265.74,8.65,478,158.48,170.8,17,434,157,2023,3,30,13,1,4,7,0,2,1.0988505747126436,-12.320000000000022,26.941599999999998,131.5384,0.36091954022988504,17
2023-04-01,29,1192,4,3,0,1,0,11.9,99.76,186.97,8.23,398,1044.36,1067.03,45,341,115,2023,4,1,13,2,2,0,1,2,1.1637426900584795,-22.670000000000073,469.962,574.3979999999999,0.3362573099415205,45
2023-04-02,36,1054,6,0,1,1,2,25.8,114.45,295.14,9.17,428,204.58,193.85,25,368,164,2023,4,2,13,2,3,0,1,2,1.1598915989159893,10.730000000000018,51.145,153.435,0.4444444444444444,25
2023-04-03,7,1047,2,1,1,0,0,36.4,101.87,198.56,8.1,828,1103.04,1134.71,41,421,72,2023,4,3,14,2,1,0,0,2,1.962085308056872,-31.670000000000073,452.2464,650.7936,0.17061611374407584,0
2023-04-04,9,1007,5,3,0,1,1,31.5,113.99,251.52,10.86,68,936.63,867.69,30,419,146,2023,4,4,14,2,5,0,0,2,0.1619047619047619,68.93999999999994,280.98900000000003,655.641,0.3476190476190476,30
2023-04-05,10,1151,6,2,1,0,2,18.2,108.26,259.53,10.65,697,642.39,694.05,2,144,27,2023,4,5,14,2,6,0,0,2,4.8068965517241375,-51.65999999999997,12.8478,629.5422,0.18620689655172415,0
2023-04-06,32,1084,3,3,0,0,1,20.6,97.84,276.04,6.98,777,248.04,231.71,42,480,56,2023,4,6,14,2,4,0,0,2,1.6153846153846154,16.329999999999984,104.1768,143.8632,0.11642411642411643,0
2023-04-07,14,1026,1,0,1,0,0,35.3,92.73,261.13,3.29,150,1305.23,1311.7,39,328,46,2023,4,7,14,2,0,0,0,2,0.45592705167173253,-6.470000000000027,509.03970000000004,796.1903,0.1398176291793313,0
2023-04-08,34,1071,5,0,1,0,1,21.0,100.36,205.11,11.75,338,174.59,188.13,3,353,55,2023,4,8,14,2,2,0,1,2,0.9548022598870056,-13.539999999999992,5.2377,169.3523,0.1553672316384181,0
2023-04-09,45,1027,0,2,0,1,2,16.0,101.43,233.28,5.92,788,817.41,888.43,34,328,123,2023,4,9,14,2,3,0,1,2,2.3951367781155017,-71.01999999999998,277.9194,539.4906,0.3738601823708207,34
2023-04-10,41,1113,0,3,1,0,2,17.0,118.94,276.52,8.65,385,881.39,844.71,26,262,45,2023,4,10,15,2,1,0,0,2,1.4638783269961977,36.67999999999995,229.1614,652.2286,0.17110266159695817,0
2023-04-11,37,1076,2,2,1,1,1,34.4,82.66,206.15,4.21,346,985.54,1036.47,32,358,152,2023,4,11,15,2,5,0,0,2,0.9637883008356546,-50.930000000000064,315.3728,670.1672,0.4233983286908078,32
2023-04-12,38,1128,1,3,0,0,0,23.2,84.18,227.22,8.04,780,456.34,414.15,36,444,60,2023,4,12,15,2,6,0,0,2,1.752808988764045,42.19,164.28239999999997,292.0576,0.1348314606741573,0
2023-04-13,6,1085,6,0,1,0,2,16.8,92.0,225.11,11.93,401,184.5,178.85,47,150,3,2023,4,13,15,2,4,0,0,2,2.6556291390728477,5.650000000000006,86.715,97.785,0.019867549668874173,0
2023-04-14,25,1007,3,2,1,1,1,35.4,108.36,226.65,9.54,373,1498.87,1520.54,34,165,60,2023,4,14,15,2,0,0,0,2,2.246987951807229,-21.670000000000073,509.6157999999999,989.2542,0.3614457831325301,34
2023-04-15,42,1022,5,3,1,0,1,11.9,80.12,181.58,4.45,189,200.0,206.58,25,309,40,2023,4,15,15,2,2,0,1,2,0.6096774193548387,-6.5800000000000125,50.0,150.0,0.12903225806451613,0
2023-04-16,19,1026,4,0,1,1,1,31.0,82.34,250.9,10.36,228,1403.29,1490.54,18,33,4,2023,4,16,15,2,3,0,1,2,6.705882352941177,-87.25,252.59220000000002,1150.6978,0.11764705882352941,18
2023-04-17,48,1033,6,2,1,1,0,29.1,89.65,204.15,11.41,851,345.55,377.46,40,198,93,2023,4,17,16,2,1,0,0,2,4.276381909547739,-31.909999999999968,138.22,207.33,0.46733668341708545,40
2023-04-19,1,1036,1,3,0,1,2,34.3,116.87,196.13,10.64,151,310.6,322.96,14,157,49,2023,4,19,16,2,6,0,0,2,0.9556962025316456,-12.359999999999957,43.48400000000001,267.116,0.310126582278481,14
2023-04-20,5,1054,5,3,1,0,1,24.6,104.69,181.94,7.27,483,1247.82,1204.74,40,175,14,2023,4,20,16,2,4,0,0,2,2.7443181818181817,43.07999999999993,499.12799999999993,748.692,0.07954545454545454,0
2023-04-21,18,1104,2,0,1,0,0,14.9,89.81,283.0,3.56,331,1710.36,1849.91,27,471,79,2023,4,21,16,2,0,0,0,2,0.701271186440678,-139.55000000000018,461.7971999999999,1248.5628,0.1673728813559322,0
2023-04-22,25,1014,2,3,0,1,2,21.4,82.66,250.15,9.75,772,1813.96,1770.93,39,344,144,2023,4,22,16,2,2,0,1,2,2.2376811594202897,43.02999999999997,707.4444,1106.5156000000002,0.41739130434782606,39
2023-04-23,22,1092,6,2,0,1,0,23.2,114.03,211.52,3.83,642,137.71,129.9,50,490,184,2023,4,23,16,2,3,0,1,2,1.3075356415478616,7.810000000000002,68.855,68.855,0.37474541751527496,50
2023-04-24,12,1191,0,0,1,0,0,31.7,88.33,292.41,11.72,818,612.67,635.14,35,224,26,2023,4,24,17,2,1,0,0,2,3.6355555555555554,-22.470000000000027,214.43449999999996,398.2355,0.11555555555555555,0
2023-04-25,31,1037,4,2,0,1,1,32.7,118.27,187.93,11.33,302,787.04,824.65,5,211,79,2023,4,25,17,2,5,0,0,2,1.4245283018867925,-37.610000000000014,39.352,747.688,0.37264150943396224,5
2023-04-28,31,1063,2,0,0,0,1,12.8,82.6,207.46,7.33,442,383.12,352.77,0,268,49,2023,4,28,17,2,0,0,0,2,1.6431226765799256,30.350000000000023,0.0,383.12,0.1821561338289963,0
2023-04-29,36,1020,6,3,0,0,0,30.1,105.23,218.41,5.71,358,1533.92,1637.9,26,348,26,2023,4,29,17,2,2,0,1,2,1.0257879656160458,-103.98000000000002,398.81919999999997,1135.1008000000002,0.07449856733524356,0
2023-04-30,10,1110,0,2,0,0,1,38.3,87.17,269.17,3.11,54,152.95,143.63,11,277,32,2023,4,30,17,2,3,0,1,2,0.19424460431654678,9.319999999999993,16.824499999999997,136.1255,0.11510791366906475,0
2023-05-01,28,1086,5,0,0,1,2,15.0,109.64,191.5,10.09,47,837.25,833.97,6,181,78,2023,5,1,18,2,1,8,0,2,0.25824175824175827,3.2799999999999727,50.235,787.015,0.42857142857142855,6
2023-05-02,38,1145,4,1,0,1,1,36.8,88.23,268.82,4.27,158,1713.12,1637.01,2,183,76,2023,5,2,18,2,5,8,0,2,0.8586956521739131,76.1099999999999,34.2624,1678.8575999999998,0.41304347826086957,2
2023-05-03,15,1151,4,2,0,0,1,21.3,106.2,191.47,8.97,648,1527.14,1634.14,7,408,62,2023,5,3,18,2,6,8,0,2,1.5843520782396088,-107.0,106.89980000000001,1420.2402000000002,0.15158924205378974,0
2023-05-04,14,1058,6,1,0,0,0,15.2,87.26,225.46,11.76,835,468.62,444.56,38,150,23,2023,5,4,18,2,4,8,0,2,5.529801324503311,24.060000000000002,178.0756,290.5444,0.152317880794702,0
2023-05-05,22,1106,5,0,1,0,2,19.1,100.02,215.81,10.24,644,913.3,966.83,11,155,18,2023,5,5,18,2,0,8,0,2,4.128205128205129,-53.530000000000086,100.463,812.837,0.11538461538461539,0
2023-05-06,13,1069,4,1,1,0,1,32.5,105.47,236.83,11.14,860,522.88,539.81,35,346,53,2023,5,6,18,2,2,8,1,2,2.478386167146974,-16.92999999999995,183.00799999999998,339.872,0.15273775216138327,0
2023-05-07,41,1093,4,3,0,1,1,35.0,83.68,262.6,11.98,433,773.31,747.41,4,156,39,2023,5,7,18,2,3,8,1,2,2.7579617834394905,25.899999999999977,30.932399999999998,742.3775999999999,0.2484076433121019,4
2023-05-08,11,1095,0,2,0,1,1,19.0,90.66,273.93,6.33,275,838.42,852.1,23,101,35,2023,5,8,19,2,1,8,0,2,2.696078431372549,-13.680000000000064,192.8366,645.5834,0.3431372549019608,23
2023-05-09,19,1114,0,0,1,1,0,19.5,89.33,205.01,8.23,725,1414.43,1388.33,48,344,149,2023,5,9,19,2,5,8,0,2,2.101449275362319,26.100000000000136,678.9264,735.5036000000001,0.4318840579710145,48
2023-05-10,22,1192,4,2,1,0,0,32.6,95.53,290.85,4.36,125,710.57,651.14,41,254,29,2023,5,10,19,2,6,8,0,2,0.49019607843137253,59.430000000000064,291.3337,419.2363,0.11372549019607843,0
2023-05-11,42,1179,3,2,0,1,1,16.4,106.37,229.3,5.96,787,886.87,916.8,1,231,94,2023,5,11,19,2,4,8,0,2,3.3922413793103448,-29.92999999999995,8.8687,878.0013,0.4051724137931034,1
2023-05-12,35,1038,1,3,0,0,1,12.9,114.42,260.86,7.5,123,817.62,863.67,41,120,0,2023,5,12,19,2,0,8,0,2,1.0165289256198347,-46.049999999999955,335.2242,482.3958,0.0,0
2023-05-13,45,1119,2,1,0,0,1,34.2,98.96,225.54,7.24,190,1561.28,1646.61,6,160,11,2023,5,13,19,2,2,8,1,2,1.1801242236024845,-85.32999999999993,93.6768,1467.6032,0.06832298136645963,0
2023-05-14,31,1142,5,1,0,1,0,18.3,88.32,195.82,4.1,312,826.55,776.37,49,172,51,2023,5,14,19,2,3,8,1,2,1.8034682080924855,50.17999999999995,405.00949999999995,421.5405,0.2947976878612717,49
2023-05-16,30,1036,5,0,0,0,1,34.6,90.49,281.58,3.72,703,264.18,271.68,44,486,47,2023,5,16,20,2,5,8,0,2,1.4435318275154003,-7.5,116.2392,147.94080000000002,0.09650924024640657,0
2023-05-17,25,1184,1,3,0,1,1,39.7,81.02,261.83,7.96,243,690.84,704.67,2,73,33,2023,5,17,20,2,6,8,0,2,3.2837837837837838,-13.829999999999927,13.8168,677.0232000000001,0.44594594594594594,2
2023-05-18,23,1198,6,1,0,1,0,17.4,104.07,267.77,3.3,792,208.54,197.13,17,159,57,2023,5,18,20,2,4,8,0,2,4.95,11.409999999999997,35.4518,173.0882,0.35625,17
2023-05-22,16,1075,4,1,0,1,0,36.9,117.38,216.28,5.35,179,1993.01,1877.23,12,58,10,2023,5,22,21,2,1,8,0,2,3.0338983050847457,115.77999999999997,239.16119999999998,1753.8488,0.1694915254237288,12
2023-05-23,28,1016,5,3,0,1,0,13.0,116.83,225.86,3.72,826,987.08,1057.2,5,424,161,2023,5,23,21,2,5,8,0,2,1.943529411764706,-70.12,49.354000000000006,937.726,0.3788235294117647,5
2023-05-25,8,1034,0,3,1,1,2,37.3,117.36,189.01,11.36,238,1941.02,1931.87,32,208,75,2023,5,25,21,2,4,8,0,2,1.138755980861244,9.150000000000091,621.1264,1319.8935999999999,0.3588516746411483,32
2023-05-26,28,1049,6,1,0,0,2,37.5,99.97,253.76,4.0,408,288.12,292.59,18,106,10,2023,5,26,21,2,0,8,0,2,3.8130841121495327,-4.46999999999997,51.861599999999996,236.2584,0.09345794392523364,0
2023-05-27,16,1165,4,1,1,1,2,12.3,89.5,290.41,4.96,72,851.38,879.21,42,114,30,2023,5,27,21,2,2,8,1,2,0.6260869565217392,-27.83000000000004,357.57959999999997,493.8004,0.2608695652173913,42
2023-05-28,17,1089,1,2,1,0,0,24.9,92.48,189.01,4.25,392,601.84,628.4,4,498,104,2023,5,28,21,2,3,8,1,2,0.7855711422845691,-26.559999999999945,24.073600000000003,577.7664,0.20841683366733466,0
2023-05-29,46,1120,6,0,1,1,1,28.1,100.27,297.84,8.38,79,109.72,101.07,40,378,156,2023,5,29,22,2,1,8,0,2,0.20844327176781002,8.650000000000006,43.888000000000005,65.832,0.41160949868073876,40
2023-05-31,49,1168,1,3,1,0,1,21.5,80.32,182.71,3.39,321,1725.09,1778.19,17,76,10,2023,5,31,22,2,6,8,0,2,4.1688311688311686,-53.100000000000136,293.26529999999997,1431.8247,0.12987012987012986,0
2023-06-01,25,1131,5,3,0,1,2,33.6,100.48,273.36,3.92,25,56.69,58.26,26,229,82,2023,6,1,22,2,4,6,0,1,0.10869565217391304,-1.5700000000000003,14.7394,41.950599999999994,0.3565217391304348,26
2023-06-02,35,1154,2,0,0,1,2,26.1,80.31,228.92,4.73,757,267.08,259.13,50,357,131,2023,6,2,22,2,0,6,0,1,2.1145251396648046,7.949999999999989,133.54,133.54,0.3659217877094972,50
2023-06-04,1,1070,2,1,1,1,0,34.1,89.13,286.79,3.92,138,1875.22,1817.85,1,442,209,2023,6,4,22,2,3,6,1,1,0.3115124153498871,57.37000000000012,18.752200000000002,1856.4678000000001,0.4717832957110609,1
2023-06-05,13,1082,0,3,0,0,0,25.9,85.25,279.08,10.12,467,614.07,631.21,42,204,4,2023,6,5,23,2,1,6,0,1,2.2780487804878047,-17.139999999999986,257.9094,356.16060000000004,0.01951219512195122,0
2023-06-06,32,1143,2,3,0,0,2,37.8,80.69,188.73,11.05,124,1263.02,1366.6,45,188,14,2023,6,6,23,2,5,6,0,1,0.656084656084656,-103.57999999999993,568.359,694.661,0.07407407407407407,0
2023-06-07,22,1195,4,1,1,1,1,26.7,111.99,214.54,10.95,151,1123.68,1050.71,41,281,118,2023,6,7,23,2,6,6,0,1,0.5354609929078015,72.97000000000003,460.70880000000005,662.9712,0.41843971631205673,41
2023-06-08,44,1143,6,2,0,1,2,32.7,99.91,289.53,8.78,45,1363.69,1289.33,35,319,119,2023,6,8,23,2,4,6,0,1,0.140625,74.36000000000013,477.29150000000004,886.3985,0.371875,35
2023-06-10,38,1147,1,1,1,0,0,36.8,80.03,230.29,11.68,600,1293.38,1342.39,22,477,96,2023,6,10,23,2,2,6,1,1,1.2552301255230125,-49.00999999999999,284.5436,1008.8364000000001,0.200836820083682,0
2023-06-11,35,1110,2,3,0,0,1,19.9,98.39,208.02,9.81,400,915.9,832.23,25,182,31,2023,6,11,23,2,3,6,1,1,2.185792349726776,83.66999999999996,228.975,686.925,0.16939890710382513,0
2023-06-12,10,1114,3,1,0,1,0,26.8,91.95,287.87,3.53,386,478.91,432.98,17,119,32,2023,6,12,24,2,1,6,0,1,3.216666666666667,45.93000000000001,81.4147,397.49530000000004,0.26666666666666666,17
2023-06-14,12,1062,5,2,1,0,2,19.0,80.19,183.83,3.72,746,295.74,272.71,21,195,33,2023,6,14,24,2,6,6,0,1,3.806122448979592,23.03000000000003,62.1054,233.6346,0.1683673469387755,0
2023-06-15,39,1028,1,0,1,1,1,35.4,103.4,183.46,4.57,530,1148.04,1120.22,10,162,90,2023,6,15,24,2,4,6,0,1,3.2515337423312882,27.819999999999936,114.804,1033.2359999999999,0.5521472392638037,10
2023-06-16,11,1095,3,1,0,0,2,29.7,104.82,220.55,8.4,387,403.5,381.08,5,184,11,2023,6,16,24,2,0,6,0,1,2.091891891891892,22.420000000000016,20.175,383.325,0.05945945945945946,0
2023-06-19,14,1122,0,1,1,0,2,34.6,110.06,296.54,4.09,256,1193.42,1193.45,19,292,46,2023,6,19,25,2,1,6,0,1,0.8737201365187713,-0.029999999999972715,226.74980000000002,966.6702,0.15699658703071673,0
2023-06-20,50,1092,2,2,0,0,1,12.9,103.4,192.75,5.15,269,462.71,473.72,31,329,26,2023,6,20,25,2,5,6,0,1,0.8151515151515152,-11.010000000000048,143.4401,319.2699,0.07878787878787878,0
2023-06-21,1,1015,5,1,0,1,1,13.0,85.85,281.0,6.39,755,1370.18,1424.99,4,283,113,2023,6,21,25,2,6,6,0,1,2.658450704225352,-54.809999999999945,54.8072,1315.3728,0.397887323943662,4
2023-06-23,25,1167,5,3,1,0,1,19.9,91.59,268.07,10.54,474,75.05,78.65,39,171,18,2023,6,23,25,2,0,6,0,1,2.755813953488372,-3.6000000000000085,29.269499999999997,45.7805,0.10465116279069768,0
2023-06-24,49,1091,4,1,0,1,1,22.8,96.83,231.36,3.53,201,1334.73,1374.27,48,234,81,2023,6,24,25,2,2,6,1,1,0.8553191489361702,-39.539999999999964,640.6704,694.0596,0.3446808510638298,48
2023-06-25,37,1041,6,1,1,1,0,11.6,106.49,275.66,8.62,179,307.49,281.0,7,220,97,2023,6,25,25,2,3,6,1,1,0.8099547511312217,26.49000000000001,21.524300000000004,285.9657,0.43891402714932126,7
2023-06-26,31,1161,6,3,0,1,0,34.8,105.3,204.54,5.21,174,436.92,435.72,34,202,67,2023,6,26,26,2,1,6,0,1,0.8571428571428571,1.1999999999999886,148.55280000000002,288.3672,0.33004926108374383,34
2023-06-27,9,1097,0,0,1,1,2,37.3,83.35,214.33,4.37,339,425.5,386.36,47,145,49,2023,6,27,26,2,5,6,0,1,2.3219178082191783,39.139999999999986,199.985,225.515,0.3356164383561644,47
2023-06-28,30,1087,0,2,0,0,0,30.9,88.29,211.16,6.1,694,1271.42,1360.79,24,333,49,2023,6,28,26,2,6,6,0,1,2.0778443113772456,-89.36999999999989,305.1408,966.2792000000001,0.1467065868263473,0
2023-06-30,34,1036,2,1,0,1,0,36.1,112.58,276.46,4.47,458,816.19,764.61,28,463,178,2023,6,30,26,2,0,6,0,1,0.9870689655172413,51.58000000000004,228.5332,587.6568000000001,0.38362068965517243,28
2023-07-01,24,1017,0,2,1,0,1,19.5,93.82,295.47,11.19,520,1902.86,1851.65,25,180,21,2023,7,1,26,3,2,5,1,1,2.8729281767955803,51.20999999999981,475.715,1427.145,0.11602209944751381,0
2023-07-02,49,1099,6,3,1,1,0,23.2,91.74,231.1,4.48,853,1614.23,1545.78,23,445,199,2023,7,2,26,3,3,5,1,1,1.9125560538116593,68.45000000000005,371.2729,1242.9571,0.4461883408071749,23
2023-07-03,41,1036,1,1,1,0,0,22.6,95.32,291.46,10.73,166,1645.93,1499.19,26,412,80,2023,7,3,27,3,1,5,0,1,0.4019370460048426,146.74,427.9418,1217.9882,0.1937046004842615,0
2023-07-04,9,1193,3,3,1,0,0,38.3,109.59,264.26,8.53,618,1566.37,1490.37,17,463,90,2023,7,4,27,3,5,5,0,1,1.331896551724138,76.0,266.2829,1300.0871,0.1939655172413793,0
2023-07-05,8,1078,3,0,0,0,2,33.6,91.71,239.21,7.95,897,1394.67,1493.58,42,393,50,2023,7,5,27,3,6,5,0,1,2.2766497461928936,-98.90999999999985,585.7614,808.9086000000001,0.12690355329949238,0
2023-07-06,45,1002,1,0,1,1,2,21.2,114.56,214.96,8.9,489,97.24,91.99,39,291,124,2023,7,6,27,3,4,5,0,1,1.6746575342465753,5.25,37.92359999999999,59.3164,0.4246575342465753,39
2023-07-07,36,1175,0,2,0,0,1,29.4,115.23,263.21,11.34,735,1421.16,1369.05,45,492,66,2023,7,7,27,3,0,5,0,1,1.4908722109533468,52.11000000000013,639.522,781.638,0.13387423935091278,0
2023-07-09,10,1007,0,1,1,1,2,21.6,90.13,295.76,7.89,229,1986.06,1871.87,28,365,154,2023,7,9,27,3,3,5,1,1,0.6256830601092896,114.19000000000005,556.0968,1429.9632,0.4207650273224044,28
2023-07-10,37,1098,2,2,1,1,0,32.2,83.43,204.82,3.08,363,1298.22,1234.14,18,476,188,2023,7,10,28,3,1,5,0,1,0.7610062893081762,64.07999999999993,233.6796,1064.5404,0.3941299790356394,18
2023-07-12,14,1096,2,1,0,0,1,18.8,84.39,221.4,11.1,752,1397.3,1455.56,3,296,48,2023,7,12,28,3,6,5,0,1,2.531986531986532,-58.25999999999999,41.919,1355.3809999999999,0.16161616161616163,0
2023-07-13,34,1188,6,1,1,1,0,12.0,91.27,212.63,3.57,435,800.68,802.12,4,371,160,2023,7,13,28,3,4,5,0,1,1.1693548387096775,-1.4400000000000546,32.0272,768.6528,0.43010752688172044,4
2023-07-14,14,1085,4,1,1,0,1,19.3,92.79,240.68,4.77,659,1296.37,1193.47,25,284,58,2023,7,14,28,3,0,5,0,1,2.312280701754386,102.89999999999986,324.0925,972.2774999999999,0.20350877192982456,0
2023-07-15,29,1029,3,3,1,0,2,38.9,104.33,198.57,7.16,953,1331.26,1305.91,38,289,42,2023,7,15,28,3,2,5,1,1,3.286206896551724,25.34999999999991,505.87879999999996,825.3812,0.14482758620689656,0
2023-07-16,45,1144,5,2,1,0,1,12.8,94.63,291.34,6.82,838,1058.85,1042.42,5,311,43,2023,7,16,28,3,3,5,1,1,2.6858974358974357,16.429999999999836,52.9425,1005.9074999999999,0.13782051282051283,0
2023-07-17,25,1113,1,2,0,0,1,12.0,114.79,266.33,10.78,360,1940.81,1954.9,23,117,2,2023,7,17,29,3,1,5,0,1,3.0508474576271185,-14.090000000000146,446.38629999999995,1494.4237,0.01694915254237288,0
2023-07-18,17,1092,5,1,1,1,1,23.2,86.0,224.35,6.28,265,1975.41,2006.42,37,414,175,2023,7,18,29,3,5,5,0,1,0.6385542168674698,-31.00999999999999,730.9017,1244.5083,0.42168674698795183,37
2023-07-19,11,1100,3,2,0,1,0,24.5,102.38,187.98,5.97,853,571.99,563.45,35,268,90,2023,7,19,29,3,6,5,0,1,3.171003717472119,8.539999999999964,200.19650000000001,371.7935,0.3345724907063197,35
2023-07-20,39,1054,2,2,0,0,0,20.2,86.3,279.09,4.61,792,799.28,814.07,41,133,7,2023,7,20,29,3,4,5,0,1,5.91044776119403,-14.790000000000077,327.7048,471.5752,0.05223880597014925,0
2023-07-21,24,1190,5,1,0,1,2,36.2,94.82,215.98,3.96,264,58.62,59.14,12,488,195,2023,7,21,29,3,0,5,0,1,0.5398773006134969,-0.5200000000000031,7.0344,51.5856,0.3987730061349693,12
2023-07-22,1,1138,6,3,0,0,0,23.7,113.15,246.67,9.44,190,1902.76,2014.4,30,253,50,2023,7,22,29,3,2,5,1,1,0.7480314960629921,-111.6400000000001,570.828,1331.932,0.1968503937007874,0
2023-07-23,8,1031,0,0,0,1,2,30.8,99.23,240.47,6.51,21,1571.45,1433.63,28,484,173,2023,7,23,29,3,3,5,1,1,0.04329896907216495,137.81999999999994,440.006,1131.444,0.35670103092783506,28
2023-07-24,6,1038,2,1,0,1,2,15.8,107.01,238.66,11.0,73,730.16,753.33,44,359,119,2023,7,24,30,3,1,5,0,1,0.20277777777777778,-23.170000000000073,321.2704,408.8896,0.33055555555555555,44
2023-07-25,49,1159,0,3,0,1,2,21.3,108.39,232.14,9.95,432,1550.85,1521.92,2,330,135,2023,7,25,30,3,5,5,0,1,1.3051359516616314,28.929999999999836,31.017,1519.8329999999999,0.4078549848942598,2
2023-07-26,40,1186,5,3,0,0,1,33.4,80.64,253.8,6.3,185,1875.53,2002.93,8,365,40,2023,7,26,30,3,6,5,0,1,0.505464480874317,-127.40000000000009,150.0424,1725.4876,0.1092896174863388,0
2023-07-27,13,1200,3,2,0,0,2,27.4,110.41,209.27,8.61,33,944.38,918.29,18,264,45,2023,7,27,30,3,4,5,0,1,0.12452830188679245,26.090000000000032,169.9884,774.3915999999999,0.16981132075471697,0
2023-07-28,43,1063,3,1,0,1,1,33.7,103.47,189.91,11.5,58,1503.18,1381.78,4,223,82,2023,7,28,30,3,0,5,0,1,0.25892857142857145,121.40000000000009,60.1272,1443.0528000000002,0.36607142857142855,4
2023-07-29,27,1003,2,1,0,1,1,26.8,108.71,260.33,10.6,951,705.72,699.47,35,490,164,2023,7,29,30,3,2,5,1,1,1.9368635437881874,6.25,247.002,458.718,0.3340122199592668,35
2023-07-30,14,1057,1,0,0,1,1,36.8,104.0,192.94,8.13,503,1161.76,1235.69,24,144,65,2023,7,30,30,3,3,5,1,1,3.4689655172413794,-73.93000000000006,278.82239999999996,882.9376,0.4482758620689655,24
2023-07-31,27,1163,3,0,0,0,2,36.3,83.66,299.39,7.45,162,1643.71,1613.36,23,94,4,2023,7,31,31,3,1,5,0,1,1.7052631578947368,30.350000000000136,378.05330000000004,1265.6567,0.042105263157894736,0
2023-08-01,50,1133,4,0,1,1,1,35.7,103.69,199.97,9.49,705,300.64,270.73,2,372,177,2023,8,1,31,3,5,1,0,1,1.8900804289544235,29.909999999999968,6.0127999999999995,294.62719999999996,0.4745308310991957,2
2023-08-02,10,1006,6,3,0,0,1,30.0,95.08,182.1,3.77,44,1140.98,1103.99,13,441,52,2023,8,2,31,3,6,1,0,1,0.09954751131221719,36.99000000000001,148.3274,992.6526,0.11764705882352941,0
